Coding System (ICD-10 Read),Codes,Description,Entity type,Category
Read,B000z00,"Malignant neoplasm of upper lip, vermilion border NOS",res69: cancer,diagnostic
Read,B523z00,Malignant neoplasm of spinal meninges NOS,res69: cancer,diagnostic
Read,2049,,res69: cancer,diagnostic
Read,B23y.00,Malignant neoplasm of other specified pleura,res69: cancer,diagnostic
Read,1739B,,res69: cancer,diagnostic
Read,B625.11,"Histiocytosis X (acute, progressive)",res69: cancer,diagnostic
Read,B59zX00,"Kaposi's sarcoma, unspecified",res69: cancer,diagnostic
Read,B137.00,Malignant neoplasm of splenic flexure of colon,res69: cancer,diagnostic
Read,ZV10600,[V]Personal history of leukaemia,res69: cancer,diagnostic
Read,B02..00,Malignant neoplasm of major salivary glands,res69: cancer,diagnostic
Read,B162.00,Malignant neoplasm of ampulla of Vater,res69: cancer,diagnostic
Read,B224000,Malignant neoplasm of lower lobe bronchus,res69: cancer,diagnostic
Read,2001,,res69: cancer,diagnostic
Read,B350.00,Malignant neoplasm of nipple and areola of male breast,res69: cancer,diagnostic
Read,B627600,Diffuse non-Hodgkin's immunoblastic (diffuse) lymphoma,res69: cancer,diagnostic
Read,ZV10100,[V]Personal history of malig neop of trachea/bronchus/lung,res69: cancer,diagnostic
Read,203 FR,,res69: cancer,diagnostic
Read,B3y..00,"Malig neop of bone, connective tissue, skin and breast OS",res69: cancer,diagnostic
Read,B33..12,Epithelioma,res69: cancer,diagnostic
Read,B62z400,Unspec malig neop lymphoid/histiocytic lymph node axilla/arm,res69: cancer,diagnostic
Read,ByuDF11,[X]Non-Hodgkin's lymphoma NOS,res69: cancer,diagnostic
Read,B630100,Solitary myeloma,res69: cancer,diagnostic
Read,Byu2.00,[X]Malignant neoplasm of respiratory and intrathoracic orga,res69: cancer,diagnostic
Read,1519B,,res69: cancer,diagnostic
Read,B333200,Malignant neoplasm of skin of eyebrow,res69: cancer,diagnostic
Read,B616000,Hodgkin's lymphocytic depletion of unspecified site,res69: cancer,diagnostic
Read,B62z500,Unspec malig neop lymphoid/histiocytic nodes inguinal/leg,res69: cancer,diagnostic
Read,B302000,Malignant neoplasm of cervical vertebra,res69: cancer,diagnostic
Read,B311300,Malignant neoplasm of connective and soft tissue of hand,res69: cancer,diagnostic
Read,B060100,Malignant neoplasm of palatine tonsil,res69: cancer,diagnostic
Read,B060z00,Malignant neoplasm tonsil NOS,res69: cancer,diagnostic
Read,B005.00,Malignant neoplasm of commissure of lip,res69: cancer,diagnostic
Read,B200200,Malignant neoplasm of septum of nose,res69: cancer,diagnostic
Read,B66yz00,Other monocytic leukaemia NOS,res69: cancer,diagnostic
Read,B671.00,Chronic erythraemia,res69: cancer,diagnostic
Read,1409C,,res69: cancer,diagnostic
Read,Byu4100,"[X]Malignant melanoma of skin, unspecified",res69: cancer,diagnostic
Read,188 A,,res69: cancer,diagnostic
Read,B48..00,Malignant neoplasm of penis and other male genital organs,res69: cancer,diagnostic
Read,B66..12,Monoblastic leukaemia,res69: cancer,diagnostic
Read,ZV10019,[V]Personal history of malignant neoplasm of tongue,res69: cancer,diagnostic
Read,B310000,Malignant neoplasm of soft tissue of head,res69: cancer,diagnostic
Read,B517100,Malignant neoplasm of medulla oblongata,res69: cancer,diagnostic
Read,1890BL,,res69: cancer,diagnostic
Read,B660.00,Acute monocytic leukaemia,res69: cancer,diagnostic
Read,B222100,Malignant neoplasm of upper lobe of lung,res69: cancer,diagnostic
Read,B04..00,Malignant neoplasm of floor of mouth,res69: cancer,diagnostic
Read,B314.00,Malignant neoplasm of connective and soft tissue of abdomen,res69: cancer,diagnostic
Read,B63y.00,Other immunoproliferative neoplasms,res69: cancer,diagnostic
Read,B335z00,"Malignant neoplasm of skin of trunk, excluding scrotum, NOS",res69: cancer,diagnostic
Read,B50..00,Malignant neoplasm of eye,res69: cancer,diagnostic
Read,1950MA,,res69: cancer,diagnostic
Read,B241000,Malignant neoplasm of endocardium,res69: cancer,diagnostic
Read,B66z.00,Monocytic leukaemia NOS,res69: cancer,diagnostic
Read,B32y000,Overlapping malignant melanoma of skin,res69: cancer,diagnostic
Read,B69..00,Myelomonocytic leukaemia,res69: cancer,diagnostic
Read,B550500,Malignant neoplasm of supraclavicular fossa NOS,res69: cancer,diagnostic
Read,2062,,res69: cancer,diagnostic
Read,B516.00,Malignant neoplasm of cerebellum,res69: cancer,diagnostic
Read,1959DA,,res69: cancer,diagnostic
Read,1719H,,res69: cancer,diagnostic
Read,B45z.00,Malignant neoplasm of female genital organ NOS,res69: cancer,diagnostic
Read,Byu5700,"[X]Malignant neoplasm of peritoneum, unspecified",res69: cancer,diagnostic
Read,B630200,Plasmacytoma NOS,res69: cancer,diagnostic
Read,1890A,,res69: cancer,diagnostic
Read,B121.00,Malignant neoplasm of jejunum,res69: cancer,diagnostic
Read,1729B,,res69: cancer,diagnostic
Read,B335.00,"Malignant neoplasm of skin of trunk, excluding scrotum",res69: cancer,diagnostic
Read,B616700,"Hodgkin's disease, lymphocytic depletion of spleen",res69: cancer,diagnostic
Read,2029AL,,res69: cancer,diagnostic
Read,B326400,Malignant melanoma of finger,res69: cancer,diagnostic
Read,B313200,Malignant neoplasm of great vessels,res69: cancer,diagnostic
Read,B507000,Malignant neoplasm of lacrimal sac,res69: cancer,diagnostic
Read,B627X00,"Diffuse non-Hodgkin's lymphoma, unspecified",res69: cancer,diagnostic
Read,B491.00,Malignant neoplasm of dome of urinary bladder,res69: cancer,diagnostic
Read,B114.00,Malignant neoplasm of body of stomach,res69: cancer,diagnostic
Read,B200000,Malignant neoplasm of cartilage of nose,res69: cancer,diagnostic
Read,B08z.00,Malignant neoplasm of hypopharynx NOS,res69: cancer,diagnostic
Read,186 A,,res69: cancer,diagnostic
Read,B332100,Malignant neoplasm of skin of external auditory meatus,res69: cancer,diagnostic
Read,B614800,Hodgkin's nodular sclerosis of lymph nodes of multiple sites,res69: cancer,diagnostic
Read,B630000,"Malignant plasma cell neoplasm, extramedullary plasmacytoma",res69: cancer,diagnostic
Read,B054.00,Malignant neoplasm of uvula,res69: cancer,diagnostic
Read,B070.00,Malignant neoplasm of roof of nasopharynx,res69: cancer,diagnostic
Read,B345.00,Malignant neoplasm of lower-outer quadrant of female breast,res69: cancer,diagnostic
Read,B313.00,Malignant neoplasm of connective and soft tissue of thorax,res69: cancer,diagnostic
Read,B62z000,Unspec malig neop lymphoid/histiocytic of unspecified site,res69: cancer,diagnostic
Read,B4A0.00,Malignant neoplasm of kidney parenchyma,res69: cancer,diagnostic
Read,B042.00,"Malignant neoplasm, overlapping lesion of floor of mouth",res69: cancer,diagnostic
Read,B01z.00,Malignant neoplasm of tongue NOS,res69: cancer,diagnostic
Read,1890W,,res69: cancer,diagnostic
Read,B61z200,Hodgkin's disease NOS of intrathoracic lymph nodes,res69: cancer,diagnostic
Read,B627200,Follicular non-Hodgkin's large cell lymphoma,res69: cancer,diagnostic
Read,B43y.00,Malignant neoplasm of other site of uterine body,res69: cancer,diagnostic
Read,B615z00,"Hodgkin's disease, mixed cellularity NOS",res69: cancer,diagnostic
Read,B327700,Malignant melanoma of foot,res69: cancer,diagnostic
Read,B110100,Malignant neoplasm of cardio-oesophageal junction of stomach,res69: cancer,diagnostic
Read,2051,,res69: cancer,diagnostic
Read,B327400,Malignant melanoma of lower leg,res69: cancer,diagnostic
Read,1735CP,,res69: cancer,diagnostic
Read,B627300,Diffuse non-Hodgkin's small cell (diffuse) lymphoma,res69: cancer,diagnostic
Read,B344.00,Malignant neoplasm of upper-outer quadrant of female breast,res69: cancer,diagnostic
Read,B310200,Malignant neoplasm of soft tissue of neck,res69: cancer,diagnostic
Read,B641.11,Chronic lymphatic leukaemia,res69: cancer,diagnostic
Read,B671.11,Heilmeyer - Schoner disease,res69: cancer,diagnostic
Read,B213z00,Malignant neoplasm of laryngeal cartilage NOS,res69: cancer,diagnostic
Read,B062100,Malignant neoplasm of glossopalatine fold,res69: cancer,diagnostic
Read,B454.11,Primary vulval cancer,res69: cancer,diagnostic
Read,B627800,Diffuse non-Hodgkin's lymphoma undifferentiated (diffuse),res69: cancer,diagnostic
Read,B304400,Malignant neoplasm of ulna,res69: cancer,diagnostic
Read,B616400,Hodgkin's lymphocytic depletion lymph nodes axilla and arm,res69: cancer,diagnostic
Read,1829C,,res69: cancer,diagnostic
Read,B175.00,"Malignant neoplasm, overlapping lesion of pancreas",res69: cancer,diagnostic
Read,2072AE,,res69: cancer,diagnostic
Read,1621AB,,res69: cancer,diagnostic
Read,1621A,,res69: cancer,diagnostic
Read,B305.00,Malignant neoplasm of hand bones,res69: cancer,diagnostic
Read,B680.00,Acute leukaemia NOS,res69: cancer,diagnostic
Read,B66..11,Histiocytic leukaemia,res69: cancer,diagnostic
Read,1519A,,res69: cancer,diagnostic
Read,B65y100,Acute promyelocytic leukaemia,res69: cancer,diagnostic
Read,B602100,"Burkitt's lymphoma of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,B222.00,"Malignant neoplasm of upper lobe, bronchus or lung",res69: cancer,diagnostic
Read,B68..00,Leukaemia of unspecified cell type,res69: cancer,diagnostic
Read,B430z00,Malignant neoplasm of corpus uteri NOS,res69: cancer,diagnostic
Read,B061.00,Malignant neoplasm of tonsillar fossa,res69: cancer,diagnostic
Read,2061,,res69: cancer,diagnostic
Read,B511.00,Malignant neoplasm of frontal lobe,res69: cancer,diagnostic
Read,B51z.00,Malignant neoplasm of brain NOS,res69: cancer,diagnostic
Read,B550.00,"Malignant neoplasm of head, neck and face",res69: cancer,diagnostic
Read,B322000,Malignant melanoma of auricle (ear),res69: cancer,diagnostic
Read,Byu2300,[X]Malignant neopl/overlapping les/resp+intrathoracic organs,res69: cancer,diagnostic
Read,B072z00,Malignant neoplasm of lateral wall of nasopharynx NOS,res69: cancer,diagnostic
Read,B44y.00,Malignant neoplasm of other site of uterine adnexa,res69: cancer,diagnostic
Read,B331000,Malignant neoplasm of canthus,res69: cancer,diagnostic
Read,B4A1000,Malignant neoplasm of renal calyces,res69: cancer,diagnostic
Read,B62x000,T-zone lymphoma,res69: cancer,diagnostic
Read,1841C,,res69: cancer,diagnostic
Read,B306z00,"Malignant neoplasm of pelvis, sacrum or coccyx NOS",res69: cancer,diagnostic
Read,ZV10414,[V]Personal history of malignant neoplasm of ovary,res69: cancer,diagnostic
Read,B150.00,Primary malignant neoplasm of liver,res69: cancer,diagnostic
Read,B521200,Malignant neoplasm of cerebral pia mater,res69: cancer,diagnostic
Read,B325600,Malignant melanoma of umbilicus,res69: cancer,diagnostic
Read,B336500,Malignant neoplasm of skin of thumb,res69: cancer,diagnostic
Read,B45..00,Malig neop of other and unspecified female genital organs,res69: cancer,diagnostic
Read,2022CL,,res69: cancer,diagnostic
Read,1538AD,,res69: cancer,diagnostic
Read,B34y000,Malignant neoplasm of ectopic site of female breast,res69: cancer,diagnostic
Read,1561C,,res69: cancer,diagnostic
Read,B002100,"Malignant neoplasm of upper lip, frenulum",res69: cancer,diagnostic
Read,B327600,Malignant melanoma of heel,res69: cancer,diagnostic
Read,B072000,Malignant neoplasm of pharyngeal recess,res69: cancer,diagnostic
Read,B123.00,Malignant neoplasm of Meckel's diverticulum,res69: cancer,diagnostic
Read,B136.00,Malignant neoplasm of ascending colon,res69: cancer,diagnostic
Read,B241400,Mesothelioma of pericardium,res69: cancer,diagnostic
Read,B4A1.00,Malignant neoplasm of renal pelvis,res69: cancer,diagnostic
Read,174 A,,res69: cancer,diagnostic
Read,By...00,Neoplasms otherwise specified,res69: cancer,diagnostic
Read,ZV10511,[V]Personal history of malignant neoplasm of bladder,res69: cancer,diagnostic
Read,1830AD,,res69: cancer,diagnostic
Read,B33z.00,Malignant neoplasm of skin NOS,res69: cancer,diagnostic
Read,B55z.00,Malignant neoplasm of other and ill defined site NOS,res69: cancer,diagnostic
Read,1891C,,res69: cancer,diagnostic
Read,1601AC,,res69: cancer,diagnostic
Read,1959CF,,res69: cancer,diagnostic
Read,B055100,Malignant neoplasm of roof of mouth,res69: cancer,diagnostic
Read,B330.00,Malignant neoplasm of skin of lip,res69: cancer,diagnostic
Read,Byu5800,"[X]Mal neoplasm/connective+soft tissue of trunk,unspecified",res69: cancer,diagnostic
Read,B223.00,"Malignant neoplasm of middle lobe, bronchus or lung",res69: cancer,diagnostic
Read,B161211,Carcinoma common bile duct,res69: cancer,diagnostic
Read,B333300,Malignant neoplasm of skin of forehead,res69: cancer,diagnostic
Read,B13z.00,Malignant neoplasm of colon NOS,res69: cancer,diagnostic
Read,B35zz00,Malignant neoplasm of male breast NOS,res69: cancer,diagnostic
Read,B312300,Malig neop of connective and soft tissue of lower leg,res69: cancer,diagnostic
Read,ZV10y00,[V]Personal history of other specified malignant neoplasm,res69: cancer,diagnostic
Read,B151.00,Malignant neoplasm of intrahepatic bile ducts,res69: cancer,diagnostic
Read,B222z00,"Malignant neoplasm of upper lobe, bronchus or lung NOS",res69: cancer,diagnostic
Read,B626000,Mast cell malignancy of unspecified site,res69: cancer,diagnostic
Read,B54..00,Malig neop of other endocrine glands and related structures,res69: cancer,diagnostic
Read,Byu3200,[X]Malignant neoplasm/overlap lesion/bone+articulr cartilage,res69: cancer,diagnostic
Read,B....00,Neoplasms,res69: cancer,diagnostic
Read,B555.00,Malignant neoplasm of lower limb NOS,res69: cancer,diagnostic
Read,B224100,Malignant neoplasm of lower lobe of lung,res69: cancer,diagnostic
Read,B62zz00,Lymphoid and histiocytic malignancy NOS,res69: cancer,diagnostic
Read,B334.00,Malignant neoplasm of scalp and skin of neck,res69: cancer,diagnostic
Read,B182.00,Overlapping malign lesion of retroperitoneum and peritoneum,res69: cancer,diagnostic
Read,1550A,,res69: cancer,diagnostic
Read,B615000,"Hodgkin's disease, mixed cellularity of unspecified site",res69: cancer,diagnostic
Read,B311500,Malignant neoplasm of connective and soft tissue of thumb,res69: cancer,diagnostic
Read,B242.00,Malignant neoplasm of anterior mediastinum,res69: cancer,diagnostic
Read,B31y.00,Malig neop connective and soft tissue other specified site,res69: cancer,diagnostic
Read,B325200,Malignant melanoma of buttock,res69: cancer,diagnostic
Read,B410z00,Malignant neoplasm of endocervix NOS,res69: cancer,diagnostic
Read,1550C,,res69: cancer,diagnostic
Read,B011z00,Malignant neoplasm of dorsum of tongue NOS,res69: cancer,diagnostic
Read,B1...00,Malignant neoplasm of digestive organs and peritoneum,res69: cancer,diagnostic
Read,B18y.00,Malignant neoplasm of specified parts of peritoneum,res69: cancer,diagnostic
Read,B540000,Malignant neoplasm of adrenal cortex,res69: cancer,diagnostic
Read,B65yz00,Other myeloid leukaemia NOS,res69: cancer,diagnostic
Read,1621C,,res69: cancer,diagnostic
Read,B062z00,Malignant neoplasm of tonsillar fossa NOS,res69: cancer,diagnostic
Read,B30..11,Chondroma,res69: cancer,diagnostic
Read,B614700,"Hodgkin's disease, nodular sclerosis of spleen",res69: cancer,diagnostic
Read,B61z100,"Hodgkin's disease NOS of lymph nodes of head, face and neck",res69: cancer,diagnostic
Read,B613500,"Hodgkin's, lymphocytic-histiocytic pred inguinal and leg",res69: cancer,diagnostic
Read,B030.00,Malignant neoplasm of upper gum,res69: cancer,diagnostic
Read,1959DB,,res69: cancer,diagnostic
Read,B202.00,Malignant neoplasm of maxillary sinus,res69: cancer,diagnostic
Read,B31z000,Kaposi's sarcoma of soft tissue,res69: cancer,diagnostic
Read,B62z300,Unspec malig neop lymphoid/histiocytic intra-abdominal nodes,res69: cancer,diagnostic
Read,2020FB,,res69: cancer,diagnostic
Read,1830T,,res69: cancer,diagnostic
Read,2104AD,,res69: cancer,diagnostic
Read,B00z100,"Malignant neoplasm of lip, unspecified, lipstick area",res69: cancer,diagnostic
Read,B12z.00,Malignant neoplasm of small intestine NOS,res69: cancer,diagnostic
Read,B201200,Malignant neoplasm of tympanic antrum,res69: cancer,diagnostic
Read,B135.00,Malignant neoplasm of appendix,res69: cancer,diagnostic
Read,B30..00,Malignant neoplasm of bone and articular cartilage,res69: cancer,diagnostic
Read,B003300,"Malignant neoplasm of lower lip, oral aspect",res69: cancer,diagnostic
Read,B305z00,Malignant neoplasm of hand bones NOS,res69: cancer,diagnostic
Read,B520.00,Malignant neoplasm of cranial nerves,res69: cancer,diagnostic
Read,B21..00,Malignant neoplasm of larynx,res69: cancer,diagnostic
Read,B15z.00,Malignant neoplasm of liver and intrahepatic bile ducts NOS,res69: cancer,diagnostic
Read,B51y200,"Malignant neoplasm, overlapping lesion of brain",res69: cancer,diagnostic
Read,1731AL,,res69: cancer,diagnostic
Read,B63z.00,Immunoproliferative neoplasm or myeloma NOS,res69: cancer,diagnostic
Read,B325100,Malignant melanoma of breast,res69: cancer,diagnostic
Read,B610100,"Hodgkin's paragranuloma of lymph nodes of head, face, neck",res69: cancer,diagnostic
Read,B60..00,Lymphosarcoma and reticulosarcoma,res69: cancer,diagnostic
Read,B65..00,Myeloid leukaemia,res69: cancer,diagnostic
Read,B621400,Mycosis fungoides of lymph nodes of axilla and upper limb,res69: cancer,diagnostic
Read,B111.00,Malignant neoplasm of pylorus of stomach,res69: cancer,diagnostic
Read,B35..00,Malignant neoplasm of male breast,res69: cancer,diagnostic
Read,B35z.00,Malignant neoplasm of other site of male breast,res69: cancer,diagnostic
Read,B3...11,"Carcinoma of bone, connective tissue, skin and breast",res69: cancer,diagnostic
Read,B16z.00,Malignant neoplasm gallbladder/extrahepatic bile ducts NOS,res69: cancer,diagnostic
Read,2020FR,,res69: cancer,diagnostic
Read,B41y000,Malignant neoplasm of cervical stump,res69: cancer,diagnostic
Read,2040,,res69: cancer,diagnostic
Read,B627400,Diffuse non-Hodgkin's small cleaved cell (diffuse) lymphoma,res69: cancer,diagnostic
Read,B630.12,Myelomatosis,res69: cancer,diagnostic
Read,B300200,Malignant neoplasm of malar bone,res69: cancer,diagnostic
Read,B64y200,Adult T-cell leukaemia,res69: cancer,diagnostic
Read,B311400,Malignant neoplasm of connective and soft tissue of finger,res69: cancer,diagnostic
Read,B006.00,Malignant neoplasm of overlapping lesion of lip,res69: cancer,diagnostic
Read,B49..00,Malignant neoplasm of urinary bladder,res69: cancer,diagnostic
Read,B601z00,Lymphosarcoma NOS,res69: cancer,diagnostic
Read,B52..00,Malig neop of other and unspecified parts of nervous system,res69: cancer,diagnostic
Read,B0z1.00,Malignant neoplasm of Waldeyer's ring,res69: cancer,diagnostic
Read,B1z1000,Angiosarcoma of spleen,res69: cancer,diagnostic
Read,B327500,Malignant melanoma of ankle,res69: cancer,diagnostic
Read,Byu2000,"[X]Malignant neoplasm of bronchus or lung, unspecified",res69: cancer,diagnostic
Read,B305.12,Malignant neoplasm of metacarpal bones,res69: cancer,diagnostic
Read,1991NC,,res69: cancer,diagnostic
Read,B308.00,Malignant neoplasm of short bones of leg,res69: cancer,diagnostic
Read,B201000,Malignant neoplasm of auditory (Eustachian) tube,res69: cancer,diagnostic
Read,B335900,Malignant neoplasm of perianal skin,res69: cancer,diagnostic
Read,B101.00,Malignant neoplasm of thoracic oesophagus,res69: cancer,diagnostic
Read,B333100,Malignant neoplasm of skin of chin,res69: cancer,diagnostic
Read,1959AG,,res69: cancer,diagnostic
Read,174 AN,,res69: cancer,diagnostic
Read,B614.00,"Hodgkin's disease, nodular sclerosis",res69: cancer,diagnostic
Read,B32z.00,Malignant melanoma of skin NOS,res69: cancer,diagnostic
Read,B623000,Malignant histiocytosis of unspecified site,res69: cancer,diagnostic
Read,B651200,Chronic neutrophilic leukaemia,res69: cancer,diagnostic
Read,B337400,Malignant neoplasm of skin of lower leg,res69: cancer,diagnostic
Read,B062.00,Malignant neoplasm of tonsillar pillar,res69: cancer,diagnostic
Read,B61z300,Hodgkin's disease NOS of intra-abdominal lymph nodes,res69: cancer,diagnostic
Read,149 AT,,res69: cancer,diagnostic
Read,B34yz00,Malignant neoplasm of other site of female breast NOS,res69: cancer,diagnostic
Read,B316.00,Malig neop of connective and soft tissue trunk unspecified,res69: cancer,diagnostic
Read,B640.00,Acute lymphoid leukaemia,res69: cancer,diagnostic
Read,188 CT,,res69: cancer,diagnostic
Read,B540.00,Malignant neoplasm of adrenal gland,res69: cancer,diagnostic
Read,B602500,Burkitt's lymphoma of lymph nodes of inguinal region and leg,res69: cancer,diagnostic
Read,2050RA,,res69: cancer,diagnostic
Read,B350100,Malignant neoplasm of areola of male breast,res69: cancer,diagnostic
Read,B342.00,Malignant neoplasm of upper-inner quadrant of female breast,res69: cancer,diagnostic
Read,B004300,"Malignant neoplasm of lip, oral aspect",res69: cancer,diagnostic
Read,ZV10200,[V]Personal history of malig neop other intrathoracic organ,res69: cancer,diagnostic
Read,208 BL,,res69: cancer,diagnostic
Read,1739CM,,res69: cancer,diagnostic
Read,B501.00,Malignant neoplasm of orbit,res69: cancer,diagnostic
Read,B62y500,Malignant lymphoma NOS of lymph node inguinal region and leg,res69: cancer,diagnostic
Read,Byu7100,[X]Malignant neoplasm/other specified female genital organs,res69: cancer,diagnostic
Read,B621z00,Mycosis fungoides NOS,res69: cancer,diagnostic
Read,B681.00,Chronic leukaemia NOS,res69: cancer,diagnostic
Read,B62y700,Malignant lymphoma NOS of spleen,res69: cancer,diagnostic
Read,B140.00,Malignant neoplasm of rectosigmoid junction,res69: cancer,diagnostic
Read,B32..00,Malignant melanoma of skin,res69: cancer,diagnostic
Read,Byu..00,[X]Additional neoplasm classification terms,res69: cancer,diagnostic
Read,2070MA,,res69: cancer,diagnostic
Read,B22..00,"Malignant neoplasm of trachea, bronchus and lung",res69: cancer,diagnostic
Read,1620A,,res69: cancer,diagnostic
Read,B66y.00,Other monocytic leukaemia,res69: cancer,diagnostic
Read,B520200,Malignant neoplasm of acoustic nerve,res69: cancer,diagnostic
Read,B62x100,Lymphoepithelioid lymphoma,res69: cancer,diagnostic
Read,ZV10y15,[V]Personal history of malignant neoplasm of thyroid,res69: cancer,diagnostic
Read,193 AG,,res69: cancer,diagnostic
Read,1539A,,res69: cancer,diagnostic
Read,B337000,Malignant neoplasm of skin of hip,res69: cancer,diagnostic
Read,B303500,Malignant neoplasm of xiphoid process,res69: cancer,diagnostic
Read,B332.00,Malignant neoplasm skin of ear and external auricular canal,res69: cancer,diagnostic
Read,ZV10214,[V]Personal history of malignant neoplasm of nose,res69: cancer,diagnostic
Read,B13y.00,Malignant neoplasm of other specified sites of colon,res69: cancer,diagnostic
Read,B055000,Malignant neoplasm of junction of hard and soft palate,res69: cancer,diagnostic
Read,2022LK,,res69: cancer,diagnostic
Read,B003z00,"Malignant neoplasm of lower lip, inner aspect NOS",res69: cancer,diagnostic
Read,Byu4000,[X]Malignant melanoma of other+unspecified parts of face,res69: cancer,diagnostic
Read,B310.00,"Malig neop of connective and soft tissue head, face and neck",res69: cancer,diagnostic
Read,B213000,Malignant neoplasm of arytenoid cartilage,res69: cancer,diagnostic
Read,B653100,Granulocytic sarcoma,res69: cancer,diagnostic
Read,B150300,Hepatocellular carcinoma,res69: cancer,diagnostic
Read,B670.11,Di Guglielmo's disease,res69: cancer,diagnostic
Read,B343.00,Malignant neoplasm of lower-inner quadrant of female breast,res69: cancer,diagnostic
Read,B314z00,Malig neop of connective and soft tissue of abdomen NOS,res69: cancer,diagnostic
Read,B62z800,Unspec malig neop lymphoid/histiocytic of multiple sites,res69: cancer,diagnostic
Read,B45X.00,Malignant neoplasm/overlapping lesion/feml genital organs,res69: cancer,diagnostic
Read,B61..00,Hodgkin's disease,res69: cancer,diagnostic
Read,174 DL,,res69: cancer,diagnostic
Read,Byu8000,[X]Malignant neoplasm/other specified male genital organs,res69: cancer,diagnostic
Read,B541.00,Malignant neoplasm of parathyroid gland,res69: cancer,diagnostic
Read,ByuA200,"[X]Malignant neoplasm of meninges, unspecified",res69: cancer,diagnostic
Read,1539AT,,res69: cancer,diagnostic
Read,B55y.00,Malignant neoplasm of other specified sites,res69: cancer,diagnostic
Read,Byu1.00,[X]Malignant neoplasm of digestive organs,res69: cancer,diagnostic
Read,B333500,Malignant neoplasm of skin of temple,res69: cancer,diagnostic
Read,B002300,"Malignant neoplasm of upper lip, oral aspect",res69: cancer,diagnostic
Read,B512.00,Malignant neoplasm of temporal lobe,res69: cancer,diagnostic
Read,188 C,,res69: cancer,diagnostic
Read,B13..00,Malignant neoplasm of colon,res69: cancer,diagnostic
Read,1899C,,res69: cancer,diagnostic
Read,B012.00,"Malignant neoplasm of tongue, tip and lateral border",res69: cancer,diagnostic
Read,B333.00,Malignant neoplasm skin of other and unspecified parts face,res69: cancer,diagnostic
Read,1890R,,res69: cancer,diagnostic
Read,B602.00,Burkitt's lymphoma,res69: cancer,diagnostic
Read,B6...11,Malignant neoplasm of histiocytic tissue,res69: cancer,diagnostic
Read,1736AN,,res69: cancer,diagnostic
Read,B642.00,Subacute lymphoid leukaemia,res69: cancer,diagnostic
Read,B31z.00,"Malignant neoplasm of connective and soft tissue, site NOS",res69: cancer,diagnostic
Read,1419A,,res69: cancer,diagnostic
Read,B652.00,Subacute myeloid leukaemia,res69: cancer,diagnostic
Read,B151200,Malignant neoplasm of intrahepatic biliary passages,res69: cancer,diagnostic
Read,B071.00,Malignant neoplasm of posterior wall of nasopharynx,res69: cancer,diagnostic
Read,B173.00,Malignant neoplasm of pancreatic duct,res69: cancer,diagnostic
Read,B222.11,Pancoast's syndrome,res69: cancer,diagnostic
Read,1959AA,,res69: cancer,diagnostic
Read,B18y100,Malignant neoplasm of mesocaecum,res69: cancer,diagnostic
Read,B62x400,Malignant reticulosis,res69: cancer,diagnostic
Read,B520000,Malignant neoplasm of olfactory bulb,res69: cancer,diagnostic
Read,B320.00,Malignant melanoma of lip,res69: cancer,diagnostic
Read,B62z200,Unspec malig neop lymphoid/histiocytic of intrathoracic node,res69: cancer,diagnostic
Read,B62y400,Malignant lymphoma NOS of lymph nodes of axilla and arm,res69: cancer,diagnostic
Read,2070BL,,res69: cancer,diagnostic
Read,1460C,,res69: cancer,diagnostic
Read,B5...11,Carcinoma of other and unspecified sites,res69: cancer,diagnostic
Read,1899A,,res69: cancer,diagnostic
Read,2079AL,,res69: cancer,diagnostic
Read,B4A1z00,Malignant neoplasm of renal pelvis NOS,res69: cancer,diagnostic
Read,B23z.00,Malignant neoplasm of pleura NOS,res69: cancer,diagnostic
Read,B062300,Malignant neoplasm of palatopharyngeal arch,res69: cancer,diagnostic
Read,B542z00,Malig neop pituitary gland or craniopharyngeal duct NOS,res69: cancer,diagnostic
Read,B450.00,Malignant neoplasm of vagina,res69: cancer,diagnostic
Read,B551200,Malignant neoplasm of intrathoracic site NOS,res69: cancer,diagnostic
Read,B35z000,Malignant neoplasm of ectopic site of male breast,res69: cancer,diagnostic
Read,1739C,,res69: cancer,diagnostic
Read,B452.00,Malignant neoplasm of labia minora,res69: cancer,diagnostic
Read,B001100,"Malignant neoplasm of lower lip, lipstick area",res69: cancer,diagnostic
Read,2071,,res69: cancer,diagnostic
Read,2049AD,,res69: cancer,diagnostic
Read,B071000,Malignant neoplasm of adenoid,res69: cancer,diagnostic
Read,B48y000,Malignant neoplasm of seminal vesicle,res69: cancer,diagnostic
Read,B17z.00,Malignant neoplasm of pancreas NOS,res69: cancer,diagnostic
Read,B340.00,Malignant neoplasm of nipple and areola of female breast,res69: cancer,diagnostic
Read,B332000,Malignant neoplasm of skin of auricle (ear),res69: cancer,diagnostic
Read,B240.00,Malignant neoplasm of thymus,res69: cancer,diagnostic
Read,188 RH,,res69: cancer,diagnostic
Read,B62y200,Malignant lymphoma NOS of intrathoracic lymph nodes,res69: cancer,diagnostic
Read,B45y000,Malignant neoplasm of overlapping lesion of vulva,res69: cancer,diagnostic
Read,2059MP,,res69: cancer,diagnostic
Read,B0z2.00,Malignant neoplasm of laryngopharynx,res69: cancer,diagnostic
Read,B150z00,Primary malignant neoplasm of liver NOS,res69: cancer,diagnostic
